case_id,sanctuary_id,case_type,region,state,resource_type,candidate_evidence_count,family_counts,query_text,target_evidence_ids
case_067f065e5820740d,sanctuary_c056a7b57cad9c,visitor_access_route,5,ME,NFH,64,ACCESS:5; BUILDING:7; GATE:9; PARKING:7; PROPERTY:12; ROAD:6; TRAIL:11; TRAIL_NOTE:7,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 64 candidate evidence rows with family counts: ACCESS:5; BUILDING:7; GATE:9; PARKING:7; PROPERTY:12; ROAD:6; TRAIL:11; TRAIL_NOTE:7.",ev_trail_91b2f3dfdc34c3d5 | ev_trail_note_f53a101f47bb1447 | ev_parking_0094dc891e3ab872 | ev_road_0ed61b2a28fc4411 | ev_access_a6c163a2398ae25c | ev_building_0078e03de8b7ee89
case_0691297ae36cd493,sanctuary_d1be77362e6c13,visitor_access_route,4,GA,NWR,37,ACCESS:1; BUILDING:3; GATE:1; PROPERTY:8; TRAIL:13; TRAIL_NOTE:11,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 37 candidate evidence rows with family counts: ACCESS:1; BUILDING:3; GATE:1; PROPERTY:8; TRAIL:13; TRAIL_NOTE:11.",ev_trail_ec9852ab38aca5ec | ev_trail_note_fc142e0be375dc84 | ev_access_b4fb267e1d763487 | ev_building_6e24100246dc6231
case_06dbaba30885c6c6,sanctuary_c1a60ee53a9354,visitor_access_route,3,MN,NWR,167,ACCESS:5; BUILDING:5; GATE:49; PARKING:22; PROPERTY:49; ROAD:5; TRAIL:10; TRAIL_NOTE:8; WATER_LINE:5; WATER_POINT:9,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 167 candidate evidence rows with family counts: ACCESS:5; BUILDING:5; GATE:49; PARKING:22; PROPERTY:49; ROAD:5; TRAIL:10; TRAIL_NOTE:8; WATER_LINE:5; WATER_POINT:9.",ev_trail_14624c475fe8fdb4 | ev_trail_note_8b4fc44c7971c846 | ev_parking_c6a6ca9853bff6a2 | ev_road_43e9ac5bf0c1263e | ev_access_bbe48a5efb2bd479 | ev_building_9b5697c6bcb4d2bb
case_0704c4a0f5c32b3d,sanctuary_a8d8b5de6aea09,visitor_access_route,4,FL,NWR,141,ACCESS:3; BUILDING:4; GATE:3; PARKING:1; PROPERTY:14; TRAIL:74; TRAIL_NOTE:42,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 141 candidate evidence rows with family counts: ACCESS:3; BUILDING:4; GATE:3; PARKING:1; PROPERTY:14; TRAIL:74; TRAIL_NOTE:42.",ev_trail_7e4e700f6352aea7 | ev_trail_note_fa56d51908343773 | ev_parking_febb2d77df62dbcf | ev_access_dc6c087d0c740893 | ev_building_73e7b678c511c53d
case_0790bfc105cb02a3,sanctuary_357187f4475981,operations_facility_route,8,NV,NFH,28,BUILDING:1; PARKING:2; PROPERTY:24; ROAD:1,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 28 candidate evidence rows with family counts: BUILDING:1; PARKING:2; PROPERTY:24; ROAD:1.",ev_property_a1f08bab64b04842 | ev_building_e057ce9e3645e738 | ev_road_e2ebb60d20f043e2
case_08669e5ed3b34e20,sanctuary_460ccecb7c1145,hydrology_repair_route,4,LA,NWR,67,ACCESS:1; BLIND:12; BUILDING:3; GATE:3; PARKING:14; PROPERTY:20; TRAIL:6; TRAIL_NOTE:5; WATER_LINE:3,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 67 candidate evidence rows with family counts: ACCESS:1; BLIND:12; BUILDING:3; GATE:3; PARKING:14; PROPERTY:20; TRAIL:6; TRAIL_NOTE:5; WATER_LINE:3.",ev_water_line_5ad095674b300b7c | ev_access_c14161e6da8fd985 | ev_gate_bd0d0e3a0e73c012 | ev_parking_266a114848dd69e9
case_08dbbe1489afc1b3,sanctuary_3146ec269b2eab,operations_facility_route,1,ID,NWR,153,ACCESS:7; BLIND:16; BUILDING:2; GATE:15; PARKING:20; PROPERTY:33; ROAD:6; TRAIL:6; TRAIL_NOTE:8; WATER_LINE:40,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 153 candidate evidence rows with family counts: ACCESS:7; BLIND:16; BUILDING:2; GATE:15; PARKING:20; PROPERTY:33; ROAD:6; TRAIL:6; TRAIL_NOTE:8; WATER_LINE:40.",ev_property_84de29879a0fb55a | ev_building_5fe589437c26edb1 | ev_gate_a51d4f014f9c541c | ev_road_2c568a7de932d64d | ev_water_line_81f4593d26e6fed7
case_0913389244212ca1,sanctuary_44612336e68852,operations_facility_route,4,LA,NWR,56,ACCESS:2; BUILDING:2; GATE:4; PARKING:7; PROPERTY:31; ROAD:1; TRAIL:7; TRAIL_NOTE:2,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 56 candidate evidence rows with family counts: ACCESS:2; BUILDING:2; GATE:4; PARKING:7; PROPERTY:31; ROAD:1; TRAIL:7; TRAIL_NOTE:2.",ev_property_111ce1f14bb77340 | ev_building_e7e15f3ce2b2cec0 | ev_gate_e2b080c7750d543b | ev_road_1cc98b8458d44cfa
case_091584b325931831,sanctuary_4e94d22e033b04,operations_facility_route,1,OR,NFH,32,BUILDING:3; GATE:2; PARKING:7; PROPERTY:8; ROAD:3; TRAIL:7; TRAIL_NOTE:2,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 32 candidate evidence rows with family counts: BUILDING:3; GATE:2; PARKING:7; PROPERTY:8; ROAD:3; TRAIL:7; TRAIL_NOTE:2.",ev_property_e80f9f65da83700c | ev_building_52a21aaffaa92a17 | ev_gate_f9cbe1749ca99388 | ev_road_aca7e3f618117424
case_09555937b17fde0c,sanctuary_4b4dfbb674159e,hydrology_repair_route,4,FL,NWR,220,BUILDING:14; GATE:12; PARKING:21; PROPERTY:59; ROAD:7; TRAIL:92; TRAIL_NOTE:15,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 220 candidate evidence rows with family counts: BUILDING:14; GATE:12; PARKING:21; PROPERTY:59; ROAD:7; TRAIL:92; TRAIL_NOTE:15.",ev_gate_f6e29fa5995eb807 | ev_road_b5ae590ffc65537f | ev_parking_67a30ad660e6609e
case_0960f95a01a68d7f,sanctuary_a274bd598e4398,operations_facility_route,3,MN,NWR,55,ACCESS:1; BUILDING:1; GATE:15; PARKING:12; PROPERTY:18; ROAD:1; TRAIL:5; TRAIL_NOTE:2,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 55 candidate evidence rows with family counts: ACCESS:1; BUILDING:1; GATE:15; PARKING:12; PROPERTY:18; ROAD:1; TRAIL:5; TRAIL_NOTE:2.",ev_property_5bd6adf7e26ab6d6 | ev_building_5cc57b862246b238 | ev_gate_5c74e2030a62db83 | ev_road_545380548ea21583
case_09e9e58c263bbef4,sanctuary_75fef162d0f8ea,operations_facility_route,2,NM,NWR,53,ACCESS:3; BUILDING:3; GATE:3; PARKING:8; PROPERTY:13; ROAD:15; TRAIL:3; TRAIL_NOTE:3; WATER_LINE:2,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 53 candidate evidence rows with family counts: ACCESS:3; BUILDING:3; GATE:3; PARKING:8; PROPERTY:13; ROAD:15; TRAIL:3; TRAIL_NOTE:3; WATER_LINE:2.",ev_property_fd928e7d4917b336 | ev_building_c2ae312539563ced | ev_gate_65a72b3e2ca0bf9a | ev_road_27b15df5672222c6 | ev_water_line_f9578075c2303917
case_0a1cc28d86f86dc3,sanctuary_fc019524b37e57,hydrology_repair_route,2,AZ,NWR,96,BUILDING:8; GATE:4; PARKING:3; PROPERTY:24; ROAD:50; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:5,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 96 candidate evidence rows with family counts: BUILDING:8; GATE:4; PARKING:3; PROPERTY:24; ROAD:50; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:5.",ev_water_line_f4434f012f5cf37d | ev_gate_cceb39f29e681caa | ev_road_4826fd61aa081e38 | ev_parking_361f52c5da22bc12
case_0a8029335a8ed07d,sanctuary_189735e4690434,operations_facility_route,5,ME,NWR,81,ACCESS:4; GATE:4; PARKING:6; PROPERTY:9; ROAD:6; TRAIL:48; TRAIL_NOTE:4,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 81 candidate evidence rows with family counts: ACCESS:4; GATE:4; PARKING:6; PROPERTY:9; ROAD:6; TRAIL:48; TRAIL_NOTE:4.",ev_property_e05d91715aba8945 | ev_gate_ace6d55f9078bd2c | ev_road_60e91df13821a6df
case_0ac9a655b2b0747e,sanctuary_a1c5ef333cccc3,visitor_access_route,6,ND,NWR,98,ACCESS:2; BUILDING:3; GATE:16; PARKING:5; PROPERTY:38; ROAD:3; TRAIL:21; TRAIL_NOTE:6; WATER_LINE:4,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 98 candidate evidence rows with family counts: ACCESS:2; BUILDING:3; GATE:16; PARKING:5; PROPERTY:38; ROAD:3; TRAIL:21; TRAIL_NOTE:6; WATER_LINE:4.",ev_trail_20c97c26da079528 | ev_trail_note_fac2eb4ced25b700 | ev_parking_11a930476f33f8a0 | ev_road_f281b8a7c8efab48 | ev_access_23a0100149c63bc1 | ev_building_bfa42c03429ff6ce
case_0b06b49c942af05b,sanctuary_9fe55c4a9f4fe3,hydrology_repair_route,3,MI,WPA,31,GATE:14; PARKING:5; PROPERTY:5; ROAD:1; WATER_LINE:6,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 31 candidate evidence rows with family counts: GATE:14; PARKING:5; PROPERTY:5; ROAD:1; WATER_LINE:6.",ev_water_line_195976b219ded657 | ev_gate_f84b93a019b4a30e | ev_road_f4d6656348935914 | ev_parking_727691bac1cb58dd
